rating,shown,time,price,address,subway,minutes_to_subway,rooms,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,sqmeter_price
,,23-июля-в-09:16,8000000,"Санкт-Петербург, ул. Ленсовета, 49",Московская,15,2,44.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_25et._2498810456,2,5,181818.0
,,23-июля-в-09:01,7460000,"Санкт-Петербург, ул. Ярослава Гашека, 8к1",Купчино,20,2,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444m_89et._2489279199,8,9,169545.0
,,23-июля-в-09:01,9500000,"Санкт-Петербург, ул. Даниила Хармса, 8",Девяткино,30,2,62.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_628m_1218et._2489739042,12,18,153225.0
,,23-июля-в-08:54,9300000,"Санкт-Петербург, пос. Парголово, ул. Шишкина, 299",Парнас,31,2,56.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_425et._2404349195,4,25,166071.0
,,23-июля-в-08:15,7600000,"Санкт-Петербург, ул. Корнея Чуковского, 7к3",Гражданский проспект,31,2,50.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_502m_719et._2425278885,7,19,152000.0
,,23-июля-в-07:44,8550000,"Санкт-Петербург, Ленинский пр-т, 78к1",Проспект Ветеранов,31,2,52.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_523m_618et._2443331462,6,18,164423.0
,,23-июля-в-04:18,8257000,"Санкт-Петербург, Сиреневый б-р, 8к1",Проспект Просвещения,20,3,60.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_603m_59et._2440382177,5,9,137616.0
,,23-июля-в-02:57,7550000,"Санкт-Петербург, Витебский пр-т, 77",Звёздная,20,2,49.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_35et._2424254298,3,5,154081.0
,,23-июля-в-02:32,8500000,"Санкт-Петербург, ул. Седова, 71",Ломоносовская,10,2,52.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_528m_15et._2283442828,1,5,163461.0
,,23-июля-в-02:09,8300000,"Санкт-Петербург, пр-т Стачек, 95к1",Автово,20,3,67.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_676m_19et._2448696535,1,9,123880.0
,,23-июля-в-00:26,7750000,"Санкт-Петербург, ул. Академика Байкова, 11к2",Политехническая,30,2,49.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_496m_212et._2444966853,2,12,158163.0
,,23-июля-в-00:13,9000000,"Санкт-Петербург, пр-т Испытателей, 15к1",Пионерская,10,2,45.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_312et._2517289198,3,12,200000.0
,,22-июля-в-23:41,7150000,"Санкт-Петербург, пр-т Наставников, 26к1",Ладожская,31,2,50.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_508m_514et._2447401573,5,14,143000.0
,,22-июля-в-23:36,6250000,"Санкт-Петербург, Гранитная ул., 24",Новочеркасская,15,2,41.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418m_45et._2403232907,4,5,152439.0
,,22-июля-в-23:33,5300000,"Санкт-Петербург, ул. Жени Егоровой, 12к2",Проспект Просвещения,30,2,37.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_37m_712et._2442545438,7,12,143243.0
,,22-июля-в-23:16,8700000,"Санкт-Петербург, аллея Котельникова, 4",Пионерская,15,2,45.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_29et._2440124419,2,9,193333.0
,,22-июля-в-22:59,7100000,"Санкт-Петербург, Альпийский пер., 13к1",Проспект Славы,20,2,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_447m_25et._2422984488,2,5,161363.0
,,22-июля-в-22:11,7500000,"Санкт-Петербург, пр-т Науки, 3",Политехническая,15,2,45.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_456m_35et._2404462229,3,5,166666.0
,,22-июля-в-22:11,6290000,"Санкт-Петербург, Учительская ул., 6",Гражданский проспект,30,2,43.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_436m_29et._2500478858,2,9,146279.0
,,22-июля-в-21:48,7540000,"Санкт-Петербург, пр-т Космонавтов, 30к3",Парк Победы,30,2,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_45et._2490856965,4,5,179523.0
,,22-июля-в-21:12,7900000,"Санкт-Петербург, ул. Солдата Корзуна, 20к1",Проспект Ветеранов,30,3,59.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_59et._2462872750,5,9,133898.0
,,22-июля-в-20:50,6500000,"Санкт-Петербург, ул. Подводника Кузьмина, 36",Ленинский проспект,15,3,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_35et._2369898384,3,5,158536.0
,,22-июля-в-20:36,9500000,"Санкт-Петербург, Витебский пр-т, 55",Звёздная,30,3,59.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_595m_49et._2401746786,4,9,161016.0
,,22-июля-в-20:04,6600000,"Санкт-Петербург, ул. Маршала Тухачевского, 5к3",Ладожская,31,2,44.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_35et._2475073519,3,5,150000.0
,,22-июля-в-21:22,9600000,"Санкт-Петербург, ул. Белоусова, 25",Нарвская,20,3,72.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_72m_13et._2406884249,1,3,133333.0
,,22-июля-в-21:12,7900000,"Санкт-Петербург, ул. Солдата Корзуна, 20к1",Проспект Ветеранов,30,3,59.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_59et._2462872750,5,9,133898.0
,,22-июля-в-20:50,6500000,"Санкт-Петербург, ул. Подводника Кузьмина, 36",Ленинский проспект,15,3,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_35et._2369898384,3,5,158536.0
,,22-июля-в-19:12,8650000,"Санкт-Петербург, пр-т Энгельса, 145к3",Проспект Просвещения,10,2,49.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_497m_412et._2519907906,4,12,176530.0
,,22-июля-в-19:01,6300000,"Санкт-Петербург, Краснопутиловская ул., 83",Московская,30,3,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_45et._2481340079,4,5,153658.0
,,22-июля-в-18:36,6850000,"Санкт-Петербург, ул. Демьяна Бедного, 14к2",Гражданский проспект,30,2,45.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2351438816,3,5,152222.0
,,22-июля-в-18:34,9800000,"Санкт-Петербург, ул. Димитрова, 12к1",Проспект Славы,20,3,63.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_63m_69et._2445761091,6,9,155555.0
,,22-июля-в-17:44,6400000,"Санкт-Петербург, ш. Революции, 33к3",Ладожская,31,2,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_45et._2495438639,4,5,139130.0
,,22-июля-в-17:43,8350000,"Санкт-Петербург, Малая Посадская ул., 16",Горьковская,5,2,34.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_34m_15et._2287035725,1,5,245588.0
,,22-июля-в-17:38,8000000,"Санкт-Петербург, ул. Ленсовета, 80",Звёздная,5,2,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2385326887,2,5,190476.0
,,22-июля-в-17:19,8250000,"Санкт-Петербург, пр-т Луначарского, 78к1",Гражданский проспект,31,3,58.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_59et._2385835324,5,9,142241.0
,,22-июля-в-17:19,6670000,"Санкт-Петербург, ул. Генерала Симоняка, 15",Проспект Ветеранов,31,2,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_59et._2449428093,5,9,151590.0
,,22-июля-в-17:19,7590000,"Санкт-Петербург, пр-т Наставников, 29к3",Ладожская,31,2,46.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_89et._2385453796,8,9,165000.0
,,22-июля-в-17:18,7200000,"Санкт-Петербург, Благодатная ул., 5",Электросила,20,2,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_45et._2522935274,4,5,163636.0
,,22-июля-в-17:06,8900000,"Санкт-Петербург, ул. Тельмана, 52",Улица Дыбенко,30,3,53.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_538m_69et._2396182673,6,9,167924.0
,,22-июля-в-19:01,6300000,"Санкт-Петербург, Краснопутиловская ул., 83",Московская,30,3,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_45et._2481340079,4,5,153658.0
,,22-июля-в-18:36,6850000,"Санкт-Петербург, ул. Демьяна Бедного, 14к2",Гражданский проспект,30,2,45.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2351438816,3,5,152222.0
,,22-июля-в-18:34,9800000,"Санкт-Петербург, ул. Димитрова, 12к1",Проспект Славы,20,3,63.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_63m_69et._2445761091,6,9,155555.0
,,22-июля-в-18:20,8320000,"Санкт-Петербург, пр-т Елизарова, 35",Елизаровская,15,2,43.0,балкон,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438m_35et._2411827978,3,5,193488.0
,,22-июля-в-17:44,6400000,"Санкт-Петербург, ш. Революции, 33к3",Ладожская,31,2,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_45et._2495438639,4,5,139130.0
,,22-июля-в-17:43,8350000,"Санкт-Петербург, Малая Посадская ул., 16",Горьковская,5,2,34.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_34m_15et._2287035725,1,5,245588.0
,,22-июля-в-17:38,8000000,"Санкт-Петербург, ул. Ленсовета, 80",Звёздная,5,2,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2385326887,2,5,190476.0
,,22-июля-в-17:21,8850000,"Санкт-Петербург, Искровский пр-т, 29",Улица Дыбенко,20,3,68.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_688m_19et._2294331825,1,9,130147.0
,,22-июля-в-17:19,8250000,"Санкт-Петербург, пр-т Луначарского, 78к1",Гражданский проспект,31,3,58.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_59et._2385835324,5,9,142241.0
,,22-июля-в-17:19,7590000,"Санкт-Петербург, пр-т Наставников, 29к3",Ладожская,31,2,46.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_89et._2385453796,8,9,165000.0
,,22-июля-в-17:18,7200000,"Санкт-Петербург, Благодатная ул., 5",Электросила,20,2,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_45et._2522935274,4,5,163636.0
,,22-июля-в-17:06,8100000,"Санкт-Петербург, Русановская ул., 19к3",Обухово,31,2,49.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_495m_1324et._2300612777,13,24,165306.0
,,22-июля-в-17:06,8900000,"Санкт-Петербург, ул. Тельмана, 52",Улица Дыбенко,30,3,53.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_538m_69et._2396182673,6,9,167924.0
,,22-июля-в-16:56,8990000,"Санкт-Петербург, пр-т Металлистов, 132",Выборгская,31,2,44.0,балкон,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2404466496,4,5,204318.0
,,22-июля-в-16:29,9700000,"Санкт-Петербург, ул. Бутлерова, 13",Академическая,15,2,52.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526m_89et._2447046709,8,9,186538.0
,,22-июля-в-16:28,9300000,"Санкт-Петербург, Муринская дорога, 51к1",Девяткино,30,2,67.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_67m_1525et._2462810854,15,25,138805.0
,,22-июля-в-16:19,9910000,"Санкт-Петербург, ул. Софьи Ковалевской, 8к2",Академическая,10,3,56.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_15et._2455340288,1,5,176964.0
,,22-июля-в-16:15,9400000,"Санкт-Петербург, ул. Чайковского, 2/7Л",Чернышевская,20,2,46.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_461m_15et._2449837230,1,5,204347.0
,,22-июля-в-16:11,7350000,"Санкт-Петербург, пр-т Культуры, 9к2",Гражданский проспект,31,2,44.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_449m_35et._2438818975,3,5,167045.0
,,22-июля-в-16:07,9900000,"Санкт-Петербург, ул. Коммуны, 26к1",Проспект Большевиков,31,3,61.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_611m_512et._2473070632,5,12,162295.0
,,22-июля-в-16:04,9990000,"Санкт-Петербург, ул. Ворошилова, 9к3",Проспект Большевиков,20,2,63.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_639m_710et._2423720512,7,10,158571.0
,,22-июля-в-15:56,7450000,"Санкт-Петербург, Пулковское ш., 14Е",Звёздная,20,2,36.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_367m_323et._2423342800,3,23,206944.0
,,22-июля-в-15:54,8990000,"Санкт-Петербург, ул. Композиторов, 15",Проспект Просвещения,15,2,51.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1014et._2474719898,10,14,176274.0
,,22-июля-в-15:51,8200000,"Санкт-Петербург, Купчинская ул., 10к3",Дунайская,20,2,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_89et._2490413371,8,9,178260.0
,,22-июля-в-15:45,6490000,"Санкт-Петербург, ул. Крыленко, 25к1",Улица Дыбенко,20,2,44.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_35et._2508044322,3,5,147500.0
,,22-июля-в-15:45,7600000,"Санкт-Петербург, пр-т Ударников, 19к3",Ладожская,31,2,47.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_473m_39et._2423981045,3,9,161702.0
,,22-июля-в-16:04,9990000,"Санкт-Петербург, ул. Ворошилова, 9к3",Проспект Большевиков,20,2,63.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_639m_710et._2423720512,7,10,158571.0
,,22-июля-в-15:57,9990000,"Санкт-Петербург, Можайская ул., 40",Пушкинская,15,2,45.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_45et._2450500367,4,5,222000.0
,,22-июля-в-15:56,7450000,"Санкт-Петербург, Пулковское ш., 14Е",Звёздная,20,2,36.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_367m_323et._2423342800,3,23,206944.0
,,22-июля-в-15:54,8990000,"Санкт-Петербург, ул. Композиторов, 15",Проспект Просвещения,15,2,51.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1014et._2474719898,10,14,176274.0
,,22-июля-в-15:54,9500000,"Санкт-Петербург, Ивановская ул., 30",Ломоносовская,10,2,59.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_59m_15et._2418479322,1,5,161016.0
,,22-июля-в-15:52,8590000,"Санкт-Петербург, пр-т Кузнецова, 10к2",Автово,31,2,51.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_519m_218et._2482113096,2,18,168431.0
,,22-июля-в-15:45,6490000,"Санкт-Петербург, ул. Крыленко, 25к1",Улица Дыбенко,20,2,44.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_35et._2508044322,3,5,147500.0
,,22-июля-в-15:45,7600000,"Санкт-Петербург, пр-т Ударников, 19к3",Ладожская,31,2,47.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_473m_39et._2423981045,3,9,161702.0
,,22-июля-в-15:41,7450000,"Санкт-Петербург, Дальневосточный пр-т, 66к1",Ломоносовская,30,2,46.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_45et._2472643509,4,5,161956.0
,,22-июля-в-15:15,8700000,"Санкт-Петербург, ул. Коммуны, 26к1",Проспект Большевиков,31,2,49.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_491m_212et._2490383053,2,12,177551.0
,,22-июля-в-15:15,7100000,"Санкт-Петербург, Замшина ул., 39к2",Площадь Мужества,31,2,41.0,балкон,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_417m_35et._2088300013,3,5,173170.0
,,22-июля-в-15:13,8700000,"Санкт-Петербург, Северный пр-т, 10к2",Озерки,15,2,53.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535m_616et._2390459836,6,16,164150.0
,,22-июля-в-15:10,6900000,"Санкт-Петербург, ул. Стойкости, 29к2",Проспект Ветеранов,31,2,43.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438m_89et._2496564151,8,9,160465.0
,,22-июля-в-15:08,7700000,"Санкт-Петербург, Авангардная ул., 13",Проспект Ветеранов,31,2,46.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_467m_89et._2514240019,8,9,167391.0
,,22-июля-в-15:06,8999000,"Санкт-Петербург, Благодатная ул., 35",Электросила,10,3,56.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_45et._2424945969,4,5,160696.0
,,22-июля-в-15:05,7979000,"Санкт-Петербург, пр-т Луначарского, 82к1",Гражданский проспект,31,2,54.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_542m_69et._2427491900,6,9,147759.0
,,22-июля-в-15:03,8000000,"Санкт-Петербург, Загородный пр-т, 12",Достоевская,5,2,28.0,нет,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_287m_15et._2406466021,1,5,285714.0
,,22-июля-в-15:00,6300000,"Санкт-Петербург, пос. Парголово, Парнасная ул., 1",Парнас,20,2,44.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2492523338,4,5,143181.0
,,22-июля-в-14:43,7397000,"Санкт-Петербург, пр-т Маршала Блюхера, 48",Академическая,31,2,52.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526m_912et._2478487628,9,12,142250.0
,,22-июля-в-14:17,9500000,"Санкт-Петербург, пр-т Науки, 1",Политехническая,15,2,48.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_481m_35et._2480488324,3,5,197916.0
,,22-июля-в-14:08,7800000,"Санкт-Петербург, Будапештская ул., 31к1",Проспект Славы,20,2,45.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_39et._2446633098,3,9,173333.0
,,22-июля-в-14:05,8999000,"Санкт-Петербург, пр-т Сизова, 32к1Б",Комендантский проспект,20,2,55.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55m_712et._2394124529,7,12,163618.0
,,22-июля-в-14:02,7706000,"Санкт-Петербург, Таллинская ул., 11",Новочеркасская,10,2,38.0,нет,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_385m_28et._2477274194,2,8,202789.0
,,22-июля-в-13:51,8000000,"Санкт-Петербург, Дачный пр-т, 19к5",Проспект Ветеранов,10,2,42.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_423m_79et._2470930413,7,9,190476.0
,,22-июля-в-14:08,7800000,"Санкт-Петербург, Будапештская ул., 31к1",Проспект Славы,20,2,45.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_39et._2446633098,3,9,173333.0
,,22-июля-в-14:05,8999000,"Санкт-Петербург, пр-т Сизова, 32к1Б",Комендантский проспект,20,2,55.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55m_712et._2394124529,7,12,163618.0
,,22-июля-в-14:02,7706000,"Санкт-Петербург, Таллинская ул., 11",Новочеркасская,10,2,38.0,нет,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_385m_28et._2477274194,2,8,202789.0
,,22-июля-в-13:46,8800000,"Санкт-Петербург, ул. Белышева, 4",Проспект Большевиков,15,2,56.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_49et._2458561200,4,9,157142.0
,,22-июля-в-13:43,7600000,"Санкт-Петербург, Краснопутиловская ул., 77",Московская,30,2,42.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_423m_19et._2482599282,1,9,180952.0
,,22-июля-в-13:37,9200000,"Санкт-Петербург, 21-я линия Васильевского острова, 16к6",Василеостровская,20,2,51.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515m_15et._2413850711,1,5,180392.0
,,22-июля-в-13:26,7300000,"Санкт-Петербург, Витебский пр-т, 53к2",Звёздная,30,2,42.0,балкон,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_35et._2410366250,3,5,173809.0
,,22-июля-в-13:24,9100000,"Санкт-Петербург, пос. Парголово, ул. Шишкина, 301",Парнас,31,3,56.0,лоджия,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_2425et._2402995763,24,25,162500.0
,,22-июля-в-13:20,6830000,"Санкт-Петербург, пр-т Юрия Гагарина, 46",Звёздная,15,2,48.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_482m_15et._2458087800,1,5,142291.0
,,22-июля-в-13:17,8100000,"Санкт-Петербург, пр-т Луначарского, 78к2",Гражданский проспект,31,3,60.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_604m_19et._2517040104,1,9,135000.0
,,22-июля-в-13:16,8500000,"Санкт-Петербург, ул. Костюшко, 22",Московская,20,3,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_413m_45et._2537834101,4,5,207317.0
,,22-июля-в-13:10,7000000,"Санкт-Петербург, Суздальский пр-т, 93к1",Гражданский проспект,20,2,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_59et._2500763816,5,9,159090.0
,,22-июля-в-13:09,7150000,"Санкт-Петербург, Новоизмайловский пр-т, 31",Парк Победы,20,2,44.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_447m_45et._2496392779,4,5,162500.0
,,22-июля-в-12:46,9500000,"Санкт-Петербург, пр-т Энгельса, 151к2",Проспект Просвещения,15,3,58.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_29et._2462870139,2,9,163793.0
,,22-июля-в-12:42,8600000,"Санкт-Петербург, Краснопутиловская ул., 121",Московская,10,2,47.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_478m_29et._2410887356,2,9,182978.0
,,22-июля-в-12:41,9505000,"Санкт-Петербург, Суздальское ш., 24к2",Проспект Просвещения,31,2,52.0,лоджия,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_52m_1525et._904558848,15,25,182788.0
,,22-июля-в-12:39,8900000,"Санкт-Петербург, ул. Сикейроса, 7к1",Озерки,10,3,60.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_605m_79et._2424726483,7,9,148333.0
,,22-июля-в-12:26,9300000,"Санкт-Петербург, пос. Парголово, ул. Николая Рубцова, 3",Парнас,20,2,51.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1726et._2444854297,17,26,182352.0
,,22-июля-в-12:22,6500000,"Санкт-Петербург, ул. Карпинского, 36к3",Академическая,30,2,45.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2460017022,2,5,144444.0
,,22-июля-в-12:16,7000000,"Санкт-Петербург, ул. Дудко, 31",Елизаровская,20,2,41.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_41m_13et._2390233652,1,3,170731.0
,,22-июля-в-12:16,8900000,"Санкт-Петербург, Русановская ул., 18к1",Обухово,31,2,59.0,лоджия,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_593m_2224et._2390705590,22,24,150847.0
,,22-июля-в-12:11,9500000,"Санкт-Петербург, Витебский пр-т, 21к4",Парк Победы,30,3,55.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_555m_45et._2326570381,4,5,172727.0
