,id,rating,time,price,sqmeter_price,address,subway,rooms,minutes_to_subway,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,shown
491,492,127.21957234807604,20-июля-в-16:08,10000000,178571,"Санкт-Петербург, территория Усть-Славянка, Советский пр-т, 16",Рыбацкое,2,30,56.0,балкон,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_562m_2327et._2425121541,23,27,
492,493,181.97098745841285,20-июля-в-16:06,6800000,147826,"Санкт-Петербург, ул. Козлова, 51к1",Проспект Ветеранов,2,30,46.0,нет,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_464m_45et._2451865374,4,5,
493,494,214.58460975859052,20-июля-в-16:28,3350000,59821,"Санкт-Петербург, пр-т Авиаконструкторов, 15к1",Комендантский проспект,3,20,56.0,нет,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_568m_410et._2452423852,4,10,
494,495,159.65462036339864,20-июля-в-16:10,8100000,176086,"Санкт-Петербург, Альпийский пер., 16",Проспект Славы,2,20,46.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_463m_49et._2413907645,4,9,
495,496,191.72084282857554,20-июля-в-16:09,6950000,169512,"Санкт-Петербург, пр-т Ветеранов, 84",Проспект Ветеранов,2,30,41.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_416m_35et._2414195558,3,5,
496,497,127.21957234807604,20-июля-в-16:08,10000000,178571,"Санкт-Петербург, территория Усть-Славянка, Советский пр-т, 16",Рыбацкое,2,30,56.0,балкон,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_562m_2327et._2425121541,23,27,
497,498,162.78733925286565,20-июля-в-16:05,9590000,188039,"Санкт-Петербург, Учительская ул., 3к2",Гражданский проспект,2,30,51.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_512m_216et._2459671532,2,16,
498,499,145.46366029975502,20-июля-в-15:59,10000000,144927,"Санкт-Петербург, Загородный пр-т, 21-23",Звенигородская,2,5,69.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_693m_15et._2413643533,1,5,
499,500,153.6819671507116,20-июля-в-15:59,9175000,160964,"Санкт-Петербург, Софийская ул., 48к4",Ломоносовская,2,30,57.0,нет,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_578m_115et._2347420130,1,15,
500,501,116.34308607982268,20-июля-в-15:50,8100000,132786,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Валдайская ул., 6к2",Купчино,2,31,61.0,балкон,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_611m_825et._2419125582,8,25,
501,502,186.08564314068695,20-июля-в-15:45,8500000,197674,"Санкт-Петербург, Лужская ул., 6",Гражданский проспект,2,20,43.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_43m_25et._2453819383,2,5,
502,503,172.0506389600512,20-июля-в-15:42,7500000,166666,"Санкт-Петербург, Суздальский пр-т, 75",Гражданский проспект,2,30,45.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_89et._2478189513,8,9,
503,504,169.41061501300334,20-июля-в-15:40,7099000,154326,"Санкт-Петербург, ул. Стойкости, 26к1",Проспект Ветеранов,2,31,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_49et._2478251924,4,9,
504,505,154.18339963216738,20-июля-в-15:20,9900000,173684,"Санкт-Петербург, Новоколомяжский пр-т, 12к1",Озерки,2,30,57.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_572m_1019et._2474367320,10,19,
505,506,147.9622255895742,20-июля-в-14:50,9690000,179444,"Санкт-Петербург, ул. Громова, 12",Новочеркасская,3,20,54.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_544m_17et._2376782834,1,7,
506,507,148.44344866568076,20-июля-в-14:50,6900000,135294,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Школьная ул., 17",Купчино,2,31,51.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_89et._2474827051,8,9,
507,508,185.7361486102833,20-июля-в-14:20,8599000,150859,"Санкт-Петербург, Северный пр-т, 8к1",Озерки,3,15,57.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_575m_19et._2447749728,1,9,
508,509,169.05594933759272,20-июля-в-14:16,9500000,141791,"Санкт-Петербург, Поэтический б-р, 11к2",Проспект Просвещения,3,30,67.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_676m_39et._2405185163,3,9,
509,510,163.7594951003073,20-июля-в-14:16,8990000,138307,"Санкт-Петербург, ул. Подвойского, 20к1",Улица Дыбенко,3,15,65.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_654m_49et._2472317329,4,9,
510,511,199.8775676679401,20-июля-в-14:12,7300000,178048,"Санкт-Петербург, ул. Солдата Корзуна, 30",Проспект Ветеранов,2,30,41.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_416m_25et._2427085353,2,5,
511,512,143.854070510464,20-июля-в-13:51,8990000,152372,"Санкт-Петербург, ул. Подвойского, 48к2",Проспект Большевиков,3,30,59.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_79et._2342986971,7,9,
512,513,199.8775676679401,20-июля-в-14:12,7300000,178048,"Санкт-Петербург, ул. Солдата Корзуна, 30",Проспект Ветеранов,2,30,41.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_416m_25et._2427085353,2,5,
513,514,177.54436555640584,20-июля-в-13:54,6350000,138043,"Санкт-Петербург, пр-т Народного Ополчения, 181",Проспект Ветеранов,2,31,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_464m_45et._2472696198,4,5,
514,515,143.854070510464,20-июля-в-13:51,8990000,152372,"Санкт-Петербург, ул. Подвойского, 48к2",Проспект Большевиков,3,30,59.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_79et._2342986971,7,9,
515,516,134.83836188382347,20-июля-в-13:26,6900000,153333,"Санкт-Петербург, ул. Тельмана, 32к4",Улица Дыбенко,2,30,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._2490166511,1,5,
516,517,146.54678173620485,20-июля-в-13:25,8830000,176600,"Санкт-Петербург, ул. Десантников, 12",Проспект Ветеранов,2,31,50.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_506m_610et._2459258526,6,10,
517,518,182.77402378695066,20-июля-в-13:23,7960000,173043,"Санкт-Петербург, Ленская ул., 15",Проспект Большевиков,2,31,46.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_49et._2447064634,4,9,
518,519,134.25494876018865,20-июля-в-13:22,6900000,116949,"Санкт-Петербург, ул. Генерала Симоняка, 17",Проспект Ветеранов,3,31,59.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_597_m_19_et._2339116821,1,9,
519,520,200.29215009896234,20-июля-в-13:21,7199000,159977,"Санкт-Петербург, Северный пр-т, 8к1",Озерки,2,15,45.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_89et._2485082568,8,9,
520,521,165.94248771476558,20-июля-в-13:17,7176000,115741,"Санкт-Петербург, Тепловозная ул., 31",Рыбацкое,3,5,62.0,лоджия,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_62m_1017et._2449130717,10,17,
521,522,169.36860920440824,20-июля-в-13:14,7200000,153191,"Санкт-Петербург, ул. Маршала Захарова, 19к1",Проспект Ветеранов,2,31,47.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_478m_59et._2376886969,5,9,
522,523,152.91479603992906,20-июля-в-12:39,7799000,147150,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Вишерская ул., 16",Купчино,2,31,53.0,балкон,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535m_220et._2168482508,2,20,
523,524,129.7513271549996,20-июля-в-12:29,8850000,147500,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Новгородский пр-т, 6",Купчино,2,31,60.0,балкон,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_2226et._2485584709,22,26,
524,525,202.4917445291122,20-июля-в-12:24,9500000,182692,"Санкт-Петербург, Тихорецкий пр-т, 8к1",Политехническая,2,10,52.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_52m_69et._2274552873,6,9,
525,526,187.40727780839484,20-июля-в-12:22,8900000,145901,"Санкт-Петербург, ул. Ушинского, 39к3",Гражданский проспект,3,15,61.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_619m_89et._2459080506,8,9,
526,527,169.34262346793818,20-июля-в-12:20,7400000,148000,"Санкт-Петербург, пр-т Луначарского, 68к2",Проспект Просвещения,2,30,50.0,нет,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_502m_49et._2390519609,4,9,
527,528,130.80900636509074,20-июля-в-12:18,9800000,181481,"Санкт-Петербург, Северный пр-т, 123к1",Академическая,2,31,54.0,балкон,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54m_1113et._2476126601,11,13,
528,529,134.5120738954108,20-июля-в-12:17,9090000,144285,"Санкт-Петербург, Русановская ул., 17к1",Обухово,2,31,63.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_632m_1823et._2453490525,18,23,
529,530,188.39066646054718,20-июля-в-12:11,9300000,140909,"Санкт-Петербург, Индустриальный пр-т, 35к2",Ладожская,3,31,66.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_667m_26et._2514354138,2,6,
530,531,213.5915428856881,20-июля-в-12:06,7800000,169565,"Санкт-Петербург, Учебный пер., 12к2",Озерки,2,20,46.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_462m_29et._2477905693,2,9,
531,532,196.03815178550332,20-июля-в-12:06,9300000,160344,"Санкт-Петербург, Косая линия, 24/25",Василеостровская,3,31,58.0,нет,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_586m_46et._2190834021,4,6,
532,533,180.73126363429014,20-июля-в-12:06,7100000,157777,"Санкт-Петербург, Белградская ул., 6к1",Международная,2,20,45.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_89et._2518552289,8,9,
533,534,178.0565816424532,20-июля-в-11:56,7490000,178333,"Санкт-Петербург, Брюсовская ул., 16",Академическая,2,31,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2495854724,2,5,
534,535,216.52187962338755,20-июля-в-11:45,8600000,191111,"Санкт-Петербург, Кузнецовская ул., 22",Парк Победы,2,15,45.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_79et._2475694246,7,9,
535,536,187.7078710433608,20-июля-в-11:20,9900000,173684,"Санкт-Петербург, ул. Шаврова, 11",Комендантский проспект,3,30,57.0,"балкон, лоджия",дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_57m_310et._2424364861,3,10,
536,537,153.655367273785,20-июля-в-11:20,7700000,132758,"Санкт-Петербург, пр-т Луначарского, 78к1",Гражданский проспект,3,31,58.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_79et._2416793708,7,9,
537,538,219.30447712588477,20-июля-в-11:17,7600000,172727,"Санкт-Петербург, ул. Есенина, 14к2",Озерки,2,10,44.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_89et._2368017806,8,9,
538,539,209.65599931198096,20-июля-в-11:17,8200000,141379,"Санкт-Петербург, Искровский пр-т, 4к1",Проспект Большевиков,3,15,58.0,"балкон, лоджия",косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_210et._2462907502,2,10,
539,540,187.2605744557858,20-июля-в-11:12,6200000,158974,"Санкт-Петербург, Пулковское ш., 42к6",Звёздная,2,31,39.0,лоджия,евро,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_39m_615et._2459074781,6,15,
540,541,181.20156353281652,20-июля-в-11:07,8900000,211904,"Санкт-Петербург, Ленинский пр-т, 154",Московская,2,30,42.0,нет,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_422m_49et._2506366058,4,9,
541,542,169.92617653914215,20-июля-в-11:03,7777777,129629,"Санкт-Петербург, пр-т Кузнецова, 25к1",Проспект Ветеранов,3,31,60.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_601m_29et._2427815128,2,9,
542,543,192.61951170459363,20-июля-в-08:27,7999999,166666,"Санкт-Петербург, ул. Маршала Казакова, 28к1",Автово,2,31,48.0,"балкон, лоджия",косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_483m_312et._2478355724,3,12,
543,544,193.66340520704574,20-июля-в-08:16,8200000,151851,"Санкт-Петербург, Пискарёвский пр-т, 155к2",Академическая,3,31,54.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_542m_25et._2296978754,2,5,
544,545,156.51216424553496,20-июля-в-08:01,9900000,210638,"Санкт-Петербург, ул. Лидии Зверевой, 3к1",Комендантский проспект,2,31,47.0,балкон,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_326et._2441299553,3,26,
545,546,201.3883153437866,20-июля-в-07:03,5990000,146097,"Санкт-Петербург, Краснопутиловская ул., 36",Автово,2,15,41.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418m_26et._2384073562,2,6,
546,547,177.33996627778288,20-июля-в-06:38,9490000,160847,"Санкт-Петербург, пр-т Луначарского, 62к2",Проспект Просвещения,3,20,59.0,"балкон, лоджия",косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_593m_89et._2458684877,8,9,
547,548,154.34988942692706,20-июля-в-08:02,9500000,153225,"Санкт-Петербург, ул. Латышских Стрелков, 11к2",Проспект Большевиков,3,20,62.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_62m_112et._2246549364,1,12,
548,549,201.3883153437866,20-июля-в-07:03,5990000,146097,"Санкт-Петербург, Краснопутиловская ул., 36",Автово,2,15,41.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418m_26et._2384073562,2,6,
549,550,177.33996627778288,20-июля-в-06:38,9490000,160847,"Санкт-Петербург, пр-т Луначарского, 62к2",Проспект Просвещения,3,20,59.0,"балкон, лоджия",косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_593m_89et._2458684877,8,9,
550,551,190.00931068278183,20-июля-в-01:32,6250000,148809,"Санкт-Петербург, ул. Карпинского, 28к6",Академическая,2,30,42.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_35et._2481271411,3,5,
551,552,182.58889241110785,20-июля-в-01:14,8550000,161320,"Санкт-Петербург, ул. Ткачей, 16",Елизаровская,2,10,53.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_12et._2343731096,1,2,
552,553,163.84502344504153,20-июля-в-00:18,9900000,186792,"Санкт-Петербург, Новоизмайловский пр-т, 14",Электросила,3,20,53.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_536m_15et._2472783789,1,5,
553,554,211.47881637125923,19-июля-в-23:55,7250000,176829,"Санкт-Петербург, ул. Зины Портновой, 28",Ленинский проспект,2,10,41.0,нет,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418m_46et._2483212921,4,6,
554,555,153.36033118249065,19-июля-в-23:42,9990000,178392,"Санкт-Петербург, ул. Передовиков, 25",Ладожская,2,30,56.0,лоджия,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_1114et._2482887149,11,14,
555,556,192.7538201739928,19-июля-в-22:53,9350000,190816,"Санкт-Петербург, пр-т Энгельса, 145к3",Проспект Просвещения,2,10,49.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_497m_412et._2456312521,4,12,
556,557,205.5870724094543,19-июля-в-22:18,9150000,217857,"Санкт-Петербург, пр-т Славы, 26к1",Проспект Славы,2,15,42.0,нет,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_35et._2454398785,3,5,
557,558,204.01645141680152,19-июля-в-22:01,10000000,161290,"Санкт-Петербург, 14-я линия Васильевского острова, 21",Василеостровская,3,15,62.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_62m_26et._2461733273,2,6,
558,559,188.58132410570275,19-июля-в-21:53,8499000,169980,"Санкт-Петербург, Загребский б-р, 27/16",Дунайская,2,10,50.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_504m_39et._2372359665,3,9,
559,560,226.9973464149416,19-июля-в-21:45,6995000,148829,"Санкт-Петербург, Придорожная аллея, 1/153",Проспект Просвещения,2,15,47.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_475m_29et._2506006978,2,9,
560,561,187.43843542480792,19-июля-в-21:15,8700000,185106,"Санкт-Петербург, ул. Черкасова, 8к4",Гражданский проспект,2,15,47.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_89et._2434953370,8,9,
561,562,229.3341511120721,19-июля-в-21:13,7800000,165957,"Санкт-Петербург, ул. Дыбенко, 22к2",Улица Дыбенко,2,10,47.0,балкон,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_35et._2404792853,3,5,
562,563,129.65625671410197,19-июля-в-21:06,8300000,127692,"Санкт-Петербург, Дальневосточный пр-т, 46/28",Улица Дыбенко,3,30,65.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_657m_79et._2395535198,7,9,
563,564,172.32055429873282,19-июля-в-21:00,8100000,180000,"Санкт-Петербург, пр-т Просвещения, 82к2",Гражданский проспект,2,10,45.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._2457039718,1,5,
564,565,168.90655151393344,19-июля-в-20:51,9100000,159649,"Санкт-Петербург, Пискарёвский пр-т, 159к4",Академическая,2,31,57.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_45et._1758091116,4,5,
565,566,180.37308447359223,19-июля-в-20:17,9500000,163793,"Санкт-Петербург, ул. Карпинского, 22",Академическая,3,30,58.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_583m_27et._2476985423,2,7,
566,567,193.42463071987126,19-июля-в-20:04,7300000,162222,"Санкт-Петербург, пр-т Культуры, 15к7",Гражданский проспект,2,31,45.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_39et._2514618443,3,9,
567,568,169.49517465701857,19-июля-в-19:59,6900000,153333,"Санкт-Петербург, ул. Новосёлов, 15",Ломоносовская,2,30,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_15et._2351002985,1,5,
568,569,215.19873754304132,19-июля-в-19:51,7370000,156808,"Санкт-Петербург, Бухарестская ул., 66к2",Международная,2,10,47.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_477m_35et._2451474485,3,5,
569,570,211.59321915313657,19-июля-в-19:51,8200000,186363,"Санкт-Петербург, Новоизмайловский пр-т, 20к2",Парк Победы,2,15,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_448m_45et._2398101291,4,5,
570,571,125.01272561865059,19-июля-в-19:51,8150000,129365,"Санкт-Петербург, пос. Парголово, ул. Архитектора Белова, 6к2",Парнас,2,15,63.0,нет,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_633m_1127et._2439860080,11,27,
571,572,181.79280315065074,19-июля-в-19:12,9300000,193750,"Санкт-Петербург, ул. Коллонтай, 24к3",Проспект Большевиков,2,10,48.0,балкон,неизвестно,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_489m_516et._2365740622,5,16,
572,573,155.63103599986985,19-июля-в-19:12,6500000,147727,"Санкт-Петербург, Малая Балканская ул., 14к1",Купчино,2,15,44.0,нет,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444m_79et._2396905399,7,9,
573,574,150.5614358706817,19-июля-в-19:01,9500000,186274,"Санкт-Петербург, пр-т Авиаконструкторов, 17к1",Комендантский проспект,2,30,51.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515m_312et._2422099939,3,12,
574,575,203.97715827037092,19-июля-в-18:56,6500000,144444,"Санкт-Петербург, пр-т Большевиков, 67к2",Ломоносовская,2,30,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2481441217,2,5,
575,576,207.1733836507409,19-июля-в-18:55,6390000,145227,"Санкт-Петербург, Бассейная ул., 79",Парк Победы,2,20,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_442m_25et._2479412339,2,5,
576,577,122.36526741440785,19-июля-в-18:51,8850000,158035,"Санкт-Петербург, Индустриальный пр-т, 17к3",Ладожская,2,31,56.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_1417et._2415186542,14,17,
577,578,203.30078454216613,19-июля-в-18:26,6620000,150454,"Санкт-Петербург, Колпинский р-н, пос. Металлострой, ул. Богайчука, 12",Рыбацкое,2,31,44.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2462643810,4,5,
578,579,147.32940334472383,19-июля-в-18:23,10000000,196078,"Санкт-Петербург, Кондратьевский пр-т, 70к1",Площадь Мужества,2,31,51.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1316et._2399701941,13,16,
579,580,190.23141666238143,19-июля-в-18:16,9000000,163636,"Санкт-Петербург, Дунайский пр-т, 24",Звёздная,2,10,55.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_555m_616et._2331609200,6,16,
580,581,164.82123416150026,19-июля-в-18:16,7900000,131666,"Санкт-Петербург, ул. Жени Егоровой, 3к2",Проспект Просвещения,3,30,60.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_605m_19et._2386863057,1,9,
581,582,112.1298571365915,19-июля-в-18:02,8670000,176938,"Санкт-Петербург, Глухарская ул., 27к2",Комендантский проспект,2,31,49.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_121et._2481415964,1,21,
582,583,177.26316855168,19-июля-в-17:37,8550000,198837,"Санкт-Петербург, аллея Котельникова, 6к1",Пионерская,2,20,43.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_436m_69et._2383567199,6,9,
583,584,131.94569789626212,19-июля-в-17:22,8850000,170192,"Санкт-Петербург, ул. Маршала Захарова, 50к1",Проспект Ветеранов,2,31,52.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_527m_1216et._2394334836,12,16,
584,585,160.3343768887644,19-июля-в-17:17,7450000,149000,"Санкт-Петербург, ул. Чудновского, 2",Проспект Большевиков,2,20,50.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503m_19et._2405229707,1,9,
585,586,175.39728808828366,19-июля-в-17:00,6300000,140000,"Санкт-Петербург, Дальневосточный пр-т, 60",Ломоносовская,2,30,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._1265040596,1,5,
586,587,208.97123910451194,19-июля-в-16:56,8700000,147457,"Санкт-Петербург, ул. Орджоникидзе, 41к1",Звёздная,3,15,59.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_599m_25et._2336468621,2,5,
587,588,163.04746032635532,19-июля-в-16:56,9000000,103448,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Валдайская ул., 4к1",Купчино,3,31,87.0,лоджия,требует ремонта,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_87m_413et._2304755763,4,13,
588,589,237.40041400736766,19-июля-в-16:56,7900000,179545,"Санкт-Петербург, пр-т Юрия Гагарина, 53",Московская,2,15,44.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_35et._2308609693,3,5,
589,590,193.35681589296632,19-июля-в-16:46,6300000,143181,"Санкт-Петербург, ул. Васенко, 11",Выборгская,2,31,44.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_441m_35et._2386440753,3,5,
590,591,190.32244660157045,19-июля-в-16:44,9400000,154098,"Санкт-Петербург, ул. Композиторов, 20к1",Проспект Просвещения,3,20,61.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_61m_59et._2459336006,5,9,
591,592,130.1888832262866,19-июля-в-16:26,9100000,178431,"Санкт-Петербург, пр-т Наставников, 29к1",Ладожская,2,31,51.0,"балкон, лоджия",косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1416et._2391429302,14,16,
592,593,218.464147722828,19-июля-в-16:19,8650000,149137,"Санкт-Петербург, Северный пр-т, 8к1",Озерки,3,15,58.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_49et._2428825941,4,9,
