,id,rating,time,price,sqmeter_price,address,subway,rooms,minutes_to_subway,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,shown
164,165,215.88874012763387,23-июля-в-09:19,8400000,178723,"Санкт-Петербург, Новоизмайловский пр-т, 67",Московская,2,30,47.0,балкон,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_35et._2448272636,3,5,
165,166,234.847503543965,23-июля-в-09:16,8000000,181818,"Санкт-Петербург, ул. Ленсовета, 49",Московская,2,15,44.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_25et._2498810456,2,5,
166,167,170.7044565141044,23-июля-в-09:01,7460000,169545,"Санкт-Петербург, ул. Ярослава Гашека, 8к1",Купчино,2,20,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444m_89et._2489279199,8,9,
167,168,122.11155914885131,23-июля-в-09:01,9500000,153225,"Санкт-Петербург, ул. Даниила Хармса, 8",Девяткино,2,30,62.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_628m_1218et._2489739042,12,18,
168,169,155.19095022067512,23-июля-в-08:54,9300000,166071,"Санкт-Петербург, пос. Парголово, ул. Шишкина, 299",Парнас,2,31,56.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_425et._2404349195,4,25,
169,170,147.3755324268644,23-июля-в-08:15,7600000,152000,"Санкт-Петербург, ул. Корнея Чуковского, 7к3",Гражданский проспект,2,31,50.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_502m_719et._2425278885,7,19,
170,171,127.0219168555114,23-июля-в-07:44,8550000,164423,"Санкт-Петербург, Ленинский пр-т, 78к1",Проспект Ветеранов,2,31,52.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_523m_618et._2443331462,6,18,
171,172,186.935488834127,23-июля-в-04:18,8257000,137616,"Санкт-Петербург, Сиреневый б-р, 8к1",Проспект Просвещения,3,20,60.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_603m_59et._2440382177,5,9,
172,173,198.4617174161641,23-июля-в-02:57,7550000,154081,"Санкт-Петербург, Витебский пр-т, 77",Звёздная,2,20,49.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_35et._2424254298,3,5,
173,174,181.3599666638532,23-июля-в-02:32,8500000,163461,"Санкт-Петербург, ул. Седова, 71",Ломоносовская,2,10,52.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_528m_15et._2283442828,1,5,
174,175,150.11534632716385,23-июля-в-02:09,8300000,123880,"Санкт-Петербург, пр-т Стачек, 95к1",Автово,3,20,67.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_676m_19et._2448696535,1,9,
175,176,166.41834660277001,23-июля-в-00:26,7750000,158163,"Санкт-Петербург, ул. Академика Байкова, 11к2",Политехническая,2,30,49.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_496m_212et._2444966853,2,12,
176,177,207.87671981280843,23-июля-в-00:13,9000000,200000,"Санкт-Петербург, пр-т Испытателей, 15к1",Пионерская,2,10,45.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_312et._2517289198,3,12,
177,178,150.7235670632092,22-июля-в-23:41,7150000,143000,"Санкт-Петербург, пр-т Наставников, 26к1",Ладожская,2,31,50.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_508m_514et._2447401573,5,14,
178,179,201.423385872182,22-июля-в-23:36,6250000,152439,"Санкт-Петербург, Гранитная ул., 24",Новочеркасская,2,15,41.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_418m_45et._2403232907,4,5,
179,180,163.04613925222603,22-июля-в-23:33,5300000,143243,"Санкт-Петербург, ул. Жени Егоровой, 12к2",Проспект Просвещения,2,30,37.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_37m_712et._2442545438,7,12,
180,181,204.77067767361075,22-июля-в-23:16,8700000,193333,"Санкт-Петербург, аллея Котельникова, 4",Пионерская,2,15,45.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_29et._2440124419,2,9,
181,182,199.5833667088624,22-июля-в-22:59,7100000,161363,"Санкт-Петербург, Альпийский пер., 13к1",Проспект Славы,2,20,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_447m_25et._2422984488,2,5,
182,183,215.03747502325837,22-июля-в-22:11,7500000,166666,"Санкт-Петербург, пр-т Науки, 3",Политехническая,2,15,45.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_456m_35et._2404462229,3,5,
183,184,170.59063624203347,22-июля-в-22:11,6290000,146279,"Санкт-Петербург, Учительская ул., 6",Гражданский проспект,2,30,43.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_436m_29et._2500478858,2,9,
184,185,197.42655470908153,22-июля-в-21:48,7540000,179523,"Санкт-Петербург, пр-т Космонавтов, 30к3",Парк Победы,2,30,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_45et._2490856965,4,5,
185,186,161.56307930521865,22-июля-в-21:12,7900000,133898,"Санкт-Петербург, ул. Солдата Корзуна, 20к1",Проспект Ветеранов,3,30,59.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_59et._2462872750,5,9,
186,187,224.05752542269084,22-июля-в-20:50,6500000,158536,"Санкт-Петербург, ул. Подводника Кузьмина, 36",Ленинский проспект,3,15,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_35et._2369898384,3,5,
187,188,166.0722206871255,22-июля-в-20:36,9500000,161016,"Санкт-Петербург, Витебский пр-т, 55",Звёздная,3,30,59.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_595m_49et._2401746786,4,9,
188,189,175.2245476390651,22-июля-в-20:04,6600000,150000,"Санкт-Петербург, ул. Маршала Тухачевского, 5к3",Ладожская,2,31,44.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_35et._2475073519,3,5,
189,190,139.22542877042451,22-июля-в-21:22,9600000,133333,"Санкт-Петербург, ул. Белоусова, 25",Нарвская,3,20,72.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_72m_13et._2406884249,1,3,
190,191,161.56307930521865,22-июля-в-21:12,7900000,133898,"Санкт-Петербург, ул. Солдата Корзуна, 20к1",Проспект Ветеранов,3,30,59.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_59et._2462872750,5,9,
191,192,224.05752542269084,22-июля-в-20:50,6500000,158536,"Санкт-Петербург, ул. Подводника Кузьмина, 36",Ленинский проспект,3,15,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_35et._2369898384,3,5,
192,193,195.73590398406043,22-июля-в-19:12,8650000,176530,"Санкт-Петербург, пр-т Энгельса, 145к3",Проспект Просвещения,2,10,49.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_497m_412et._2519907906,4,12,
193,194,203.552049050046,22-июля-в-19:01,6300000,153658,"Санкт-Петербург, Краснопутиловская ул., 83",Московская,3,30,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_45et._2481340079,4,5,
194,195,204.55800640345151,22-июля-в-18:36,6850000,152222,"Санкт-Петербург, ул. Демьяна Бедного, 14к2",Гражданский проспект,2,30,45.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2351438816,3,5,
195,196,173.00118100607096,22-июля-в-18:34,9800000,155555,"Санкт-Петербург, ул. Димитрова, 12к1",Проспект Славы,3,20,63.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_63m_69et._2445761091,6,9,
196,197,181.25002833757628,22-июля-в-17:44,6400000,139130,"Санкт-Петербург, ш. Революции, 33к3",Ладожская,2,31,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_45et._2495438639,4,5,
197,198,177.36545962618393,22-июля-в-17:43,8350000,245588,"Санкт-Петербург, Малая Посадская ул., 16",Горьковская,2,5,34.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_34m_15et._2287035725,1,5,
198,199,190.2373287110245,22-июля-в-17:38,8000000,190476,"Санкт-Петербург, ул. Ленсовета, 80",Звёздная,2,5,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2385326887,2,5,
199,200,171.49582612149442,22-июля-в-17:19,8250000,142241,"Санкт-Петербург, пр-т Луначарского, 78к1",Гражданский проспект,3,31,58.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_59et._2385835324,5,9,
200,201,171.18423561473912,22-июля-в-17:19,6670000,151590,"Санкт-Петербург, ул. Генерала Симоняка, 15",Проспект Ветеранов,2,31,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_59et._2449428093,5,9,
201,202,157.4267890366319,22-июля-в-17:19,7590000,165000,"Санкт-Петербург, пр-т Наставников, 29к3",Ладожская,2,31,46.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_89et._2385453796,8,9,
202,203,209.19325321067157,22-июля-в-17:18,7200000,163636,"Санкт-Петербург, Благодатная ул., 5",Электросила,2,20,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_45et._2522935274,4,5,
203,204,158.6976656740953,22-июля-в-17:06,8900000,167924,"Санкт-Петербург, ул. Тельмана, 52",Улица Дыбенко,3,30,53.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_538m_69et._2396182673,6,9,
204,205,203.552049050046,22-июля-в-19:01,6300000,153658,"Санкт-Петербург, Краснопутиловская ул., 83",Московская,3,30,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_41m_45et._2481340079,4,5,
205,206,204.55800640345151,22-июля-в-18:36,6850000,152222,"Санкт-Петербург, ул. Демьяна Бедного, 14к2",Гражданский проспект,2,30,45.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2351438816,3,5,
206,207,173.00118100607096,22-июля-в-18:34,9800000,155555,"Санкт-Петербург, ул. Димитрова, 12к1",Проспект Славы,3,20,63.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_63m_69et._2445761091,6,9,
207,208,262.60795974758594,22-июля-в-18:20,8320000,193488,"Санкт-Петербург, пр-т Елизарова, 35",Елизаровская,2,15,43.0,балкон,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438m_35et._2411827978,3,5,
208,209,181.25002833757628,22-июля-в-17:44,6400000,139130,"Санкт-Петербург, ш. Революции, 33к3",Ладожская,2,31,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_45et._2495438639,4,5,
209,210,177.36545962618393,22-июля-в-17:43,8350000,245588,"Санкт-Петербург, Малая Посадская ул., 16",Горьковская,2,5,34.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_34m_15et._2287035725,1,5,
210,211,190.2373287110245,22-июля-в-17:38,8000000,190476,"Санкт-Петербург, ул. Ленсовета, 80",Звёздная,2,5,42.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2385326887,2,5,
211,212,124.7020043465352,22-июля-в-17:21,8850000,130147,"Санкт-Петербург, Искровский пр-т, 29",Улица Дыбенко,3,20,68.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_688m_19et._2294331825,1,9,
212,213,171.49582612149442,22-июля-в-17:19,8250000,142241,"Санкт-Петербург, пр-т Луначарского, 78к1",Гражданский проспект,3,31,58.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58m_59et._2385835324,5,9,
213,214,157.4267890366319,22-июля-в-17:19,7590000,165000,"Санкт-Петербург, пр-т Наставников, 29к3",Ладожская,2,31,46.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_89et._2385453796,8,9,
214,215,209.19325321067157,22-июля-в-17:18,7200000,163636,"Санкт-Петербург, Благодатная ул., 5",Электросила,2,20,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_45et._2522935274,4,5,
215,216,144.1984265320936,22-июля-в-17:06,8100000,165306,"Санкт-Петербург, Русановская ул., 19к3",Обухово,2,31,49.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_495m_1324et._2300612777,13,24,
216,217,158.6976656740953,22-июля-в-17:06,8900000,167924,"Санкт-Петербург, ул. Тельмана, 52",Улица Дыбенко,3,30,53.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_538m_69et._2396182673,6,9,
217,218,200.0393204838723,22-июля-в-16:56,8990000,204318,"Санкт-Петербург, пр-т Металлистов, 132",Выборгская,2,31,44.0,балкон,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2404466496,4,5,
218,219,183.15839536169528,22-июля-в-16:29,9700000,186538,"Санкт-Петербург, ул. Бутлерова, 13",Академическая,2,15,52.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526m_89et._2447046709,8,9,
219,220,132.7104231321881,22-июля-в-16:28,9300000,138805,"Санкт-Петербург, Муринская дорога, 51к1",Девяткино,2,30,67.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_67m_1525et._2462810854,15,25,
220,221,156.18910783559,22-июля-в-16:19,9910000,176964,"Санкт-Петербург, ул. Софьи Ковалевской, 8к2",Академическая,3,10,56.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_15et._2455340288,1,5,
221,222,172.85023696253123,22-июля-в-16:15,9400000,204347,"Санкт-Петербург, ул. Чайковского, 2/7Л",Чернышевская,2,20,46.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_461m_15et._2449837230,1,5,
222,223,181.83395724836203,22-июля-в-16:11,7350000,167045,"Санкт-Петербург, пр-т Культуры, 9к2",Гражданский проспект,2,31,44.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_449m_35et._2438818975,3,5,
223,224,154.39845699957561,22-июля-в-16:07,9900000,162295,"Санкт-Петербург, ул. Коммуны, 26к1",Проспект Большевиков,3,31,61.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_611m_512et._2473070632,5,12,
224,225,159.51445525251913,22-июля-в-16:04,9990000,158571,"Санкт-Петербург, ул. Ворошилова, 9к3",Проспект Большевиков,2,20,63.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_639m_710et._2423720512,7,10,
225,226,207.18110315081378,22-июля-в-15:56,7450000,206944,"Санкт-Петербург, Пулковское ш., 14Е",Звёздная,2,20,36.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_367m_323et._2423342800,3,23,
226,227,169.49616204089702,22-июля-в-15:54,8990000,176274,"Санкт-Петербург, ул. Композиторов, 15",Проспект Просвещения,2,15,51.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1014et._2474719898,10,14,
227,228,159.1164405672158,22-июля-в-15:51,8200000,178260,"Санкт-Петербург, Купчинская ул., 10к3",Дунайская,2,20,46.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_89et._2490413371,8,9,
228,229,190.23880325716695,22-июля-в-15:45,6490000,147500,"Санкт-Петербург, ул. Крыленко, 25к1",Улица Дыбенко,2,20,44.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_35et._2508044322,3,5,
229,230,177.50479665529443,22-июля-в-15:45,7600000,161702,"Санкт-Петербург, пр-т Ударников, 19к3",Ладожская,2,31,47.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_473m_39et._2423981045,3,9,
230,231,159.51445525251913,22-июля-в-16:04,9990000,158571,"Санкт-Петербург, ул. Ворошилова, 9к3",Проспект Большевиков,2,20,63.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_639m_710et._2423720512,7,10,
231,232,191.54399905977073,22-июля-в-15:57,9990000,222000,"Санкт-Петербург, Можайская ул., 40",Пушкинская,2,15,45.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_45et._2450500367,4,5,
232,233,207.18110315081378,22-июля-в-15:56,7450000,206944,"Санкт-Петербург, Пулковское ш., 14Е",Звёздная,2,20,36.0,лоджия,евро,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_367m_323et._2423342800,3,23,
233,234,169.49616204089702,22-июля-в-15:54,8990000,176274,"Санкт-Петербург, ул. Композиторов, 15",Проспект Просвещения,2,15,51.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1014et._2474719898,10,14,
234,235,189.4420374975303,22-июля-в-15:54,9500000,161016,"Санкт-Петербург, Ивановская ул., 30",Ломоносовская,2,10,59.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_59m_15et._2418479322,1,5,
235,236,178.96887747239867,22-июля-в-15:52,8590000,168431,"Санкт-Петербург, пр-т Кузнецова, 10к2",Автово,2,31,51.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_519m_218et._2482113096,2,18,
236,237,190.23880325716695,22-июля-в-15:45,6490000,147500,"Санкт-Петербург, ул. Крыленко, 25к1",Улица Дыбенко,2,20,44.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_35et._2508044322,3,5,
237,238,177.50479665529443,22-июля-в-15:45,7600000,161702,"Санкт-Петербург, пр-т Ударников, 19к3",Ладожская,2,31,47.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_473m_39et._2423981045,3,9,
238,239,193.8206552226204,22-июля-в-15:41,7450000,161956,"Санкт-Петербург, Дальневосточный пр-т, 66к1",Ломоносовская,2,30,46.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_45et._2472643509,4,5,
239,240,174.2981726561533,22-июля-в-15:15,8700000,177551,"Санкт-Петербург, ул. Коммуны, 26к1",Проспект Большевиков,2,31,49.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_491m_212et._2490383053,2,12,
240,241,209.8932624168285,22-июля-в-15:15,7100000,173170,"Санкт-Петербург, Замшина ул., 39к2",Площадь Мужества,2,31,41.0,балкон,евро,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_417m_35et._2088300013,3,5,
241,242,180.89293269703876,22-июля-в-15:13,8700000,164150,"Санкт-Петербург, Северный пр-т, 10к2",Озерки,2,15,53.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535m_616et._2390459836,6,16,
242,243,168.12043065488038,22-июля-в-15:10,6900000,160465,"Санкт-Петербург, ул. Стойкости, 29к2",Проспект Ветеранов,2,31,43.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438m_89et._2496564151,8,9,
243,244,158.5269077610645,22-июля-в-15:08,7700000,167391,"Санкт-Петербург, Авангардная ул., 13",Проспект Ветеранов,2,31,46.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_467m_89et._2514240019,8,9,
244,245,205.19192331308813,22-июля-в-15:06,8999000,160696,"Санкт-Петербург, Благодатная ул., 35",Электросила,3,10,56.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_45et._2424945969,4,5,
245,246,140.93071477869617,22-июля-в-15:05,7979000,147759,"Санкт-Петербург, пр-т Луначарского, 82к1",Гражданский проспект,2,31,54.0,лоджия,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_542m_69et._2427491900,6,9,
246,247,207.01741101461153,22-июля-в-15:03,8000000,285714,"Санкт-Петербург, Загородный пр-т, 12",Достоевская,2,5,28.0,нет,дизайнерский,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_287m_15et._2406466021,1,5,
247,248,195.00566473706093,22-июля-в-15:00,6300000,143181,"Санкт-Петербург, пос. Парголово, Парнасная ул., 1",Парнас,2,20,44.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2492523338,4,5,
248,249,136.24184241610743,22-июля-в-14:43,7397000,142250,"Санкт-Петербург, пр-т Маршала Блюхера, 48",Академическая,2,31,52.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526m_912et._2478487628,9,12,
249,250,216.4982230394748,22-июля-в-14:17,9500000,197916,"Санкт-Петербург, пр-т Науки, 1",Политехническая,2,15,48.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_481m_35et._2480488324,3,5,
250,251,191.6233342574658,22-июля-в-14:08,7800000,173333,"Санкт-Петербург, Будапештская ул., 31к1",Проспект Славы,2,20,45.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_39et._2446633098,3,9,
251,252,156.7100534475683,22-июля-в-14:05,8999000,163618,"Санкт-Петербург, пр-т Сизова, 32к1Б",Комендантский проспект,2,20,55.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55m_712et._2394124529,7,12,
252,253,171.38212978797912,22-июля-в-14:02,7706000,202789,"Санкт-Петербург, Таллинская ул., 11",Новочеркасская,2,10,38.0,нет,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_385m_28et._2477274194,2,8,
253,254,158.98795705141396,22-июля-в-13:51,8000000,190476,"Санкт-Петербург, Дачный пр-т, 19к5",Проспект Ветеранов,2,10,42.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_423m_79et._2470930413,7,9,
254,255,191.6233342574658,22-июля-в-14:08,7800000,173333,"Санкт-Петербург, Будапештская ул., 31к1",Проспект Славы,2,20,45.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_39et._2446633098,3,9,
255,256,156.7100534475683,22-июля-в-14:05,8999000,163618,"Санкт-Петербург, пр-т Сизова, 32к1Б",Комендантский проспект,2,20,55.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55m_712et._2394124529,7,12,
256,257,171.38212978797912,22-июля-в-14:02,7706000,202789,"Санкт-Петербург, Таллинская ул., 11",Новочеркасская,2,10,38.0,нет,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_385m_28et._2477274194,2,8,
257,258,197.71440033781434,22-июля-в-13:46,8800000,157142,"Санкт-Петербург, ул. Белышева, 4",Проспект Большевиков,2,15,56.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_49et._2458561200,4,9,
258,259,151.99894662743162,22-июля-в-13:43,7600000,180952,"Санкт-Петербург, Краснопутиловская ул., 77",Московская,2,30,42.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_423m_19et._2482599282,1,9,
259,260,148.6728118045454,22-июля-в-13:37,9200000,180392,"Санкт-Петербург, 21-я линия Васильевского острова, 16к6",Василеостровская,2,20,51.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515m_15et._2413850711,1,5,
260,261,200.71758512042499,22-июля-в-13:26,7300000,173809,"Санкт-Петербург, Витебский пр-т, 53к2",Звёздная,2,30,42.0,балкон,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_35et._2410366250,3,5,
261,262,162.68701891911476,22-июля-в-13:24,9100000,162500,"Санкт-Петербург, пос. Парголово, ул. Шишкина, 301",Парнас,3,31,56.0,лоджия,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_2425et._2402995763,24,25,
262,263,166.8678849278112,22-июля-в-13:20,6830000,142291,"Санкт-Петербург, пр-т Юрия Гагарина, 46",Звёздная,2,15,48.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_482m_15et._2458087800,1,5,
263,264,133.4634595902622,22-июля-в-13:17,8100000,135000,"Санкт-Петербург, пр-т Луначарского, 78к2",Гражданский проспект,3,31,60.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_604m_19et._2517040104,1,9,
264,265,193.60330755049677,22-июля-в-13:16,8500000,207317,"Санкт-Петербург, ул. Костюшко, 22",Московская,3,20,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_413m_45et._2537834101,4,5,
265,266,192.99485377505968,22-июля-в-13:10,7000000,159090,"Санкт-Петербург, Суздальский пр-т, 93к1",Гражданский проспект,2,20,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_59et._2500763816,5,9,
266,267,221.43845220013822,22-июля-в-13:09,7150000,162500,"Санкт-Петербург, Новоизмайловский пр-т, 31",Парк Победы,2,20,44.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_447m_45et._2496392779,4,5,
